title,gmd_name,edition,isbn_issn,publisher_name,publish_year,collation,series_title,call_number,language_name,place_name,classification,notes,image,sor,authors,topics
Jadi Penulis NonFiksi? Gampang Kok!!!,Text,,,Andi,2016,,,155.25 KIN j,Indonesia,Yogyakarta,155.25,,,,Ari Kinoysan,
Jadi Penulis NonFiksi? Gampang Kok!!!,Text,,,Andi,2016,,,155.25 KIN j,Indonesia,Yogyakarta,155.25,,,,Ari Kinoysan,
Ajaran-Ajaran Ki Ageng Suryomentaram III,Text,,,Inti Dayu Press,1986,,,170 SUR a,Indonesia,Jakarta,170,,,,Ki Ageng Suryomentaram,
Kreativitas  Itu Dipraktekan,Text,,,Grasindo,2013,,,153 TIM k,Indonesia,Jakarta,153,,,,TIM-Wesfix,
All About Teens,Text,,,Andi,2015,,,155 SIA a,Indonesia,Yogyakarta,155,,,,Mauli Siahaan,
Mengelola Emosi,Text,,,Grasindo,2002,,,152.4 ETT m,Indonesia,Jakarta,152.4,,,,Maria Etty,
Self-Care For Every Day,Text,,,Kanisius,2002,,,153.8 WIC s,Indonesia,Yogyakarta,153.8,,,,Robert J. Wicks,
The Lost Secret Of Success,Text,,,Gramedia,2013,,,153 UTO t,Indonesia,Jakarta,153,,,,Harry Utomo,
The Compleat Courtship,Text,,,IPH,2006,,,155.5 PEL t,Indonesia,Bandung,155.5,,,,Nancy Van Pelt,
Pemulihan Jiwa 3,Text,,,Gramedia,2013,,,153 SUS p3,Indonesia,Jakarta,153,,,,Dedy Susanto,
Buka Dulu Topengmu,Text,,,Baca,2009,,,152.4,Indonesia,Yogyakarta,152.4,,,,Paul Ekman…,
Manusia Dihadapan Allah 3 Kosmos Manusia Dan Allah,Text,,,Kanisius,1986,,,140 LEA m,Indonesia,Yogyakarta,140,,,,Prof Dr. Louis Leahy S.J.,
Bete? No Way!!,Text,,,Kaifa,2004,,,155.5 HIP b,Indonesia,Bandung,155.5,,,,Earl Hipp,
Mengenal Potensi Anak Melalui Tulisan Tangan,Text,,,Grasindo,2009,,,155.2 SOE m,Indonesia,Jakarta,155.2,,,,Achsinfina H. Soemantoro,
50 cara Efektif Menanamkan Tingkah laku Positif Pada Anak,Text,,,Kanisius,1999,,,155.4 LIG l,Indonesia,Yogyakarta,155.4,,,,"Dawn Lighter, M.A.",
SerBu Susi,Text,,,BIP,2015,,,128 TIM s,Indonesia,Jakarta,128,,,,TIM BIP,
Siap Jadi Pemimpin? ,Text,,,Kanisius,2008,,,158.4 DWI s,Indonesia,Yogyakarta,158.4,,,,F Rudy Dwiwibawa,
Teknik Membaca Textbook Dan Penterjemah,Text,,,Kanisius,1982,,,128 KMA t,Indonesia,Yogyakarta,128,,,,Dra. R. AG. Kamil Dipl. T.E.F.L.,
Super memory  Kini Anda Pun Bisa Memilikinya,Text,,,Jasakom,2016,,,128 FIT s,Indonesia,-,128,,,,Brain Fitness,
Inspiring Stories : 150 Kisah Untuk Menguatkan Hidup Anda,Text,,,Andi,2015,,,153.8 SAP i,Indonesia,Yogyakarta,153.8,,,,Imelda Saputra,
Pure Wisdom,Text,,,Ufuk Press,2012,,,158.2 CUN p,Indonesia,Jakarta,158.2,,,,Dean Cunningham,
 Be Positive,Text,,,Grasindo,2013,,,150,Indonesia,Jakarta,150,,,,Mridula Agarwal,
Sukses Berkomunikasi,Text,,,Gramedia,2015,,,128 CAR s,Indonesia,Jakarta,128,,,,Dale Carnegie,
Jadi Kamu Sudah Remaja ?,Text,,,IPH,2004,,,155.5 KNI j,Indonesia,Bandung,155.5,,,,Dr. John F. Knight,
Instan Leadership,Text,,,Erlangga,2001,,,158.4 BIR i,Indonesia,Jakarta,158.4,,,,Paul Birch,
Panduan Bagi Remaja Gadis Yang Beranjak Dewasa,Text,,,Nuansa,2008,,,155.2 GRU p,Indonesia,Bandung,155.2,,,,Kate Gruenwald Pfeifer,
Panduan Bagi Remaja Pria Yang Beranjak Dewasa,Text,,,Nuansa,2008,,,155.2 GRU p,Indonesia,Bandung,155.2,,,,Kate Gruenwald Pfeifer,
Secret The Power,Text,,,Gramedia,2011,,,158.2,Indonesia,Jakarta,158.2,,,,Rhonda Byrne,
101 Pernik Kehidupan,Text,,,Kanisius,1996,,,158.2 TUG s,Indonesia,Yogyakarta,158.2,,,,Hiro Tugiman,
Raih Beasiswa Melalui Restu Ibu,Text,,,Diva Press,2015,,,131 NUR r,Indonesia,Yogyakarta,131,,,,Bella Nuriyanti,
Ayo Jual Diri,Text,,,PT.Elex Media Komputindo,2016,,,128 KEI a,Indonesia,Jakarta,128,,,,Donny De Keizer,
Ibu Bijak Menghasilkan Anak-Anak Hebat,Text,,,PT. Elex Media Komputindo,2010,,,158.2,Indonesia,Jakarta,158.2,,,,Jenny Cichara,
Tips Dan Trik Pribadi Yang Tenang,Text,,,Checklist,2023,,,158.1,Indonesia,Yogyakarta,158.1,,,,Aba Mehmed Agha,
Follow Your Passion,Text,,,TransMedia,2012,,,150 JIH f,Indonesia,Jakarta,150,,,,Muadzin F.Jihad,
Kumpulan Kisah Inspiratif 2,Text,,,Bentang,2010,,,128 TIM k2,Indonesia,Yogyakarta,128,,,,TIM - Kick Andy,
Tumbuh Di Tengah Badai,Text,,,Bentang,2009,,,128 MOE t,Indonesia,Yogyakarta,128,,,,Herniwatty Moechim,
"Hey Girls, Watch Out! How To Be Smart Girl",Text,,,Diva Press,2006,,,155.5 SIL h,Indonesia,Yogyakarta,155.5,,,,Tiara Silmi,
Buatlah Orang lain Merasa sangat Berharga ,Text,,,Gramedia,2007,,,158.2,Indonesia,Jakarta,158.2,,,,John C.. Maxwell,
pacaran AsyikDan Cerdas,Text,,,Gloria Ghaffa,2009,,,155.5 SAP p,Indonesia,Yogyakarta,155.5,,,,Arie Saptaji,
Keajaiban & Kekuatan Emosi,Text,,,Kanisius,1997,,,152.4 WIJ k,Indonesia,Yogyakarta,152.4,,,,Martin Wijokongko,
Panduan Bagi Cewek Untuk Mencintai Diri Sendiri,Text,,,Karisma Publishing Group,2006,,,155.5 MAS t,Indonesia,Batam,155.5,,,,Diane Masttomarino,
Pede Aja Lagi!!!,Text,,,Matahari,2004,,,158.2 NAI p,Indonesia,Jakarta,158.2,,,,Anita Naik,
Menyembuhkan Patah Hati Dalam 30 Hari,Text,,,Bentang,2012,,,155 BRO m,Indonesia,Yogyakarta,155,,,,Haward Bronson & Mike Riley,
Mengungkapkan Rahasia Hidupnya Dalam Menjadi Kaya Raya,Text,,,Cahaya Abadi,1978,,,153.8 GET m,Indonesia,Bandung,153.8,,,,J. Paul Getty,
Semua Tentang Teman,Text,,,Gagas Media,2006,,,155.5 MET s,Indonesia,Jakarta,155.5,,,,Dila & Metta,
Tantangan Membina Kepribadian,Text,,,Cipta Loka Caraka,1989,,,150 TIM t,Indonesia,Jakarta,150,,,,TIM,
Tangan Paling Cantik,Text,,,Kanisius,2004,,,173 SUB t,Indonesia,Yogyakarta,173,,,,Thomas Subandriyo,
Jejak-jejak Kebijaksanaan,Text,,,Kanisius,1996,,,152.4 BAS j,Indonesia,Yogyakarta,152.4,,,,Andrea Basuki W.,
Kiat Sukses Mengikuti Sertifikasi Guru,Text,,,CakrawalaMedia Publisher,2007,,,158.1 ZEN k,Indonesia,Malang,158.1,,,,Drs. Muhammad Zen,
Menguak Rahasia Tulisan Tangan & tanda Tangan,Text,,,VisiMedia,2008,,,137 HEL m,Indonesia,Jakarta,137,,,,Dyan R. helmi,
Belajar Mandiri,Text,,,Saujana,2005,,,153 WEB b,Indonesia,Yogyakarta,153,,,,Agung Webe,
How To Have Great Relationships,Text,,,Kanisius,2009,,,155.6 WHA h,Indonesia,Yogyakarta,155.6,,,,Steve Wharton,
Mutiara kehidupan 2,Text,,,Dioma,2002,,,170 HER m2,Indonesia,Malang,170,,,,"Albertus Herwanta, O.Carm",
Setengah Isi Setengah Kosong,Text,,,MQS Publishing,2006,,,158.2,Indonesia,Bandung,158.2,,,,Parlindungan Marpaung,
Kisah Orang-Orang Capricon,Text,,,KPG,2013,,,139.3 UTA k,Indonesia,Jakarta,139.3,,,,Ayu Utami,
Seni membaca Wajah,Text,,,Citra Pustaka,2005,,,138 WOO s,Indonesia,Yogyakarta,138,,,,Ross Woodrow,
Cinta Selayang Pandang Sebuah Tanya Jawab,Text,,,Kanisius,1995,,,177 WID c,Indonesia,Yogyakarta,177,,,,Drs. Wishnubroto Widarso,
Hipnotisme,Text,,,Delphi,2005,,,154.7 WAR h,Indonesia,Yogyakarta,154.7,,,,Krishna Wardhana,
Stres Tanpa Distres ; Seni Mengolah Stres,Text,,,Kanisius,1994,,,150 Har s,Indonesia,Yogyakarta,150,,,,Agus M. Hardjana,
Top Tips Buat Remaja Yang Gaul 'N Open Minded,Text,,,Papyrus,2005,,,155.5 KWI t,Indonesia,Yogyakarta,155.5,,,,Petrus Kwik,
Awareness : butir-Butir Mutiara Pencerahan,Text,,,Gramedia,2003,,,153 MEL a,Indonesia,Jakarta,153,,,,"Anthony de Mello,S.J.",
Law Of Attraction,Text,,,Ufuk Press,2006,,,128 LOS l,Indonesia,Jakarta,128,,,,Michael J. Losier,
Psikologi Anak Bermasalah,Text,,,BPK,1976,,,150 GUN p,Indonesia,Jakarta,150,,,,Dra. Ny. Singgih D. Gunarsa,
100 langkah Agar kamu Bisa Mencintai Diri kamu Sendiri,Text,,,Gerai Pop,2006,,,155.3 MAS s,Indonesia,Yogyakarta,155.3,,,,Indari mastuti,
35 Cara Mengurangi Stres,Text,,,Kanisius,1997,,,152.4 HAR t,Indonesia,Yogyakarta,152.4,,,,Agus M. hardjana,
Wisdom's Choice,Text,,,BIP,2005,,,158.2 SHA w,Indonesia,Jakarta,158.2,,,,Kathryn Adams Shapiro,
A Pearl Of Wareness,Text,,,BIP,2005,,,170 MAL a,Indonesia,Jakarta,170,,,,Vikas Malkani,
Play With Smart,Text,,,Andi,2015,,,155.25 PAR p,Indonesia,Yogyakarta,155.25,,,,maruli Pardamean,
Brave : Berani,Text,,,Kanisius,2000,,,152.4 AMO b,Indonesia,Yogyakarta,152.4,,,,Janine Amos,
Angry : marah,Text,,,Kanisius,2000,,,152.4 AMO a,Indonesia,Yogyakarta,152.4,,,,Janine Amos,
Kind : Baik Hati,Text,,,Kanisius,2000,,,152.4 AMO k,Indonesia,Yogyakarta,152.4,,,,Janine Amos,
Afraid : Takut,Text,,,Kanisius,2000,,,152.4 AMO a,Indonesia,Yogyakarta,152.4,,,,Janine Amos,
Reliable : BertanggungJawab,Text,,,Kanisius,2000,,,152.4 AMO r,Indonesia,Yogyakarta,152.4,,,,Janine Amos,
Confident : Percaya Diri,Text,,,Kanisius,2000,,,152.4 AMO c,Indonesia,Yogyakarta,152.4,,,,Janine Amos,
Lonely : Rasa Sepi,Text,,,Kanisius,2000,,,152.4 AMO l,Indonesia,Yogyakarta,152.4,,,,Janine Amos,
Honest : Jujur,Text,,,Kanisius,2000,,,152.4 AMO h,Indonesia,Yogyakarta,152.4,,,,Janine Amos,
Fair : Adi,Text,,,Kanisius,2000,,,152.4 AMO f,Indonesia,Yogyakarta,152.4,,,,Janine Amos,
Hurt : Sakit hati,Text,,,Kanisius,2000,,,152.4 AMO h,Indonesia,Yogyakarta,152.4,,,,Janine Amos,
Happy : Gembira,Text,,,Kanisius,2000,,,152.4 AMO h,Indonesia,Yogyakarta,152.4,,,,Janine Amos,
Jealous : Iri hati,Text,,,Kanisius,2000,,,152.4 AMO j,Indonesia,Yogyakarta,152.4,,,,Janine Amos,
Sad : Sedih,Text,,,Kanisius,2000,,,152.4 AMO s,Indonesia,Yogyakarta,152.4,,,,Janine Amos,
The Power Of Habit : Dahsyatnya Kebiasaan,Text,,,KPG,2013,,,158.2 DUH t,Indonesia,Jakarta,158.2,,,,Charles Duhigg,
Becoming A Money Magnet,Text,,,Gramedia,2008,,,131 GUN b,Indonesia,Jakarta,131,,,,Adi W. Gunawan,
My Teens My Inspiration,Text,,,Me Book,2008,,,155.2 BIS m,Indonesia,Jakarta,155.2,,,,"Tika Bisono, MPsiT.,psi",
Pentingnya Kesan Pertama,Text,,,Gramedia,2005,,,158.2 DEM p,Indonesia,Jakarta,158.2,,,,Ann Demarais,
Heroic Leadership,Text,,,Gramedia,2005,,,158.4 Low h,Indonesia,Jakarta,158.4,,,,Chris Lowney,
Keprihatinan Moral,Text,,,Kanisius,2003,,,177  BER k,Indonesia,Yogyakarta,177,,,,K. Bertesn,
Persahabatan ku …,Text,,,Gramedia,2015,,,177 TIM p,Indonesia,Jakarta,177,,,,Lisa Swerling Dan Ralph Lazar,
Menjadi Orangtua Efektif,Text,,,Gramedia,1983,,,128 GOR m,Indonesia,Jakarta,128,,,,Thomas Gordon,
It's My Life 9Diary Plus Buat Remaja ),Text,,,Kaifa,2004,,,155.5,Indonesia,bandung,155.5,,,,Tian Dayton,
Etika Komunikasi,Text,,,Kanisius,2007,,,177 HAR e,Indonesia,Yogyakarta,177,,,,Dr. Haryatmoko,
Kalau Putus Ya Putus Aja!,Text,,,Gramedia,2009,,,177 BEH k,Indonesia,Jakarta,177,,,,Greg Behrendt,
Practical Miracles For Mars & Venus,Text,,,Gramedia,2002,,,158.2 GRA p,Indonesia,Jakarta,158.2,,,,"John Gray, Ph.D",
Mengembangkan Kreativitas ,Text,,,Kanisius,1986,,,170,Indonesia,Yogyakarta,170,,,,A.M. Mangunhardjana,
Langkah-Langkah Yang Teruji Menumbuhkan Rasa Percaya Diri Anak Anda,Text,,,PT.Elex Media Komputindo,2000,,,153 CLA l2000,Indonesia,Jakarta,153,,,,Silvana Clark,
"Stop Katakan, ""Saya Sibuk!""",Text,,,Gloria Ghaffa,2007,,,158.2 CHR s,Indonesia,Yogyakarta,158.2,,,,Judy Pace Christie,
7 Langkah Sederhana Untuk Mengubah Hidup Menjadi Lebih Bermakna,Text,,,PT.Elex Media Komputindo,2009,,,158.2 WEB t,Indonesia,Jakarta,158.2,,,,,
Cara pintar Lolos Psikotes,Text,,,Genius,2007,,,153 HAR c,Indonesia,Yogyakarta,153,,,,M. Hariwijaya & Sutanto,
harga Diri Remaja ,Text,,,PT. Elex Media Komputindo,2004,,,155.5,Indonesia,Jakarta,155.5,,,,Dr. Pat Palmer-Melissa Alberti F.,
Cara Dodol Jadi Cowok Cool,Text,,,Grasindo,2012,,,150 TIM c,Indonesia,Jakarta,150,,,,TIM-Chuck Durden Project,
Mindset revolution For Smart teens,Text,,,PT.Elex Media Komputindo,2009,,,158.1 KAR m,Indonesia,Jakarta,158.1,,,,fani kartikasari,
101 Trik hancurkan Kebiasaan Buruk Dengan Kebiasaan Hebat,Text,,,Araska,2018,,,153 HAR s,Indonesia,Yogyakarta,153,,,,Adrian Harimurti,
Si cacing Dan Kotoran Kesayangannya 2,Text,,,Awareness,2011,,,158 BRA s,Indonesia,-,158,,,,Ajahn Brahm,
Si cacing Dan Kotoran Kesayangannya 3,Text,,,Awareness,2011,,,158 BRA s,Indonesia,-,158,,,,Ajahn Brahm,
Secangkir Kopi Adem,Text,,,-,2012,,,128 TIM s,Indonesia,-,128,,,,TIM,
Save Our Children From School Bullying,Text,,,AR-Ruzz Media,2012,,,128 WIY s,Indonesia,Yogyakarta,128,,,,Novan Ardy Wiyani,
Born To Be Happy,Text,,,BIP,2002,,,173 BAT b,Indonesia,Jakarta,173,,,,Promod batra,
Kisah Keluarga Tikus,Text,,,Buku Biru,2010,,,158.1,Indonesia,Yogyakarta,158.1,,,,Vanny Chrisma W.,
Belajar dari sahabat Muda,Text,,,Obor,2004,,,158.2 CAH b,Indonesia,Jakarta,158.2,,,,"T. Krispurwana Cahyadi, SJ",
Dari kampung Jadi Diplomat Ulung,Text,,,Andi,2016,,,158.2 DJA d,Indonesia,Yogyakarta,158.2,,,,Achmad Djatmiko,
I Love Me,Text,,,Kaifa,2004,,,155.2 PET i,Indonesia,Bandung,155.2,,,,Ron Herron Val J. Peter,
Keys To Positive Thingking,Text,,,BIP,2004,,,158.1 HIL k,Indonesia,Jakarta,158.1,,,,Napoleon Hill,
Etiket Bergaul,Text,,,IPH,1981,,,170 SAR e,Indonesia,Bandung,170,,,,R.I. Sarumpaet,
Meditasi bagi para Eksekutif,Text,,,Kanisius,2009,,,158.2 NUG m,Indonesia,Yogyakarta,158.2,,,,Sri haryanto S. Nugroho,
Manajemen Emosi,Text,,,Think!,2007,,,158.2 MAN m,Indonesia,Yogyakarta,158.2,,,,Charles C. Manz,
Mitos-Mitos Dunia,Text,,,In Azna Books,2012,,,135 KAM m,Indonesia,Yogyakarta,135,,,,Vickey K. Kamayanti dkk,
Pemulihan Jiwa  : Kekuatan Ada Saat Aku Iklhas,Text,,,TransMedia,2012,,,153 SUS p,Indonesia,Jakarta,153,,,,Dedy Susanto,
Problem Yang Dihadapi Muda Mudi,Text,,,Kanisius,1986,,,150 KNY p,Indonesia,Yogyakarta,150,,,,Ny. Prajiwi Knys,
Pertengkaran Bumbu Atau Racun Dalam Keluarga?,Text,,,Metanoia,2006,,,155.5 GUN p,Indonesia,Jakarta,155.5,,,,Paul Gunadi,
Membentuk Anak Perempuan Menjadi Wanita Dewasa,Text,,,Metanoia,2006,,,155.5 GUN m,Indonesia,Jakarta,155.5,,,,Paul Gunadi,
Tea Time For Heart & Mind,Text,,,Cinta kasih,-,,,158.2 KOL t,Indonesia,Jakarta,158.2,,,,Kolim,
The Compleat Marriage,Text,,,IPH,2006,,,155.6 PEL t,Indonesia,Bandung,155.6,,,,Nancy Van Pelt,
Mengembangkan Kecerdasan Spiritual bagi Anak,Text,,,Katahati,2010,,,153 AZZ m,Indonesia,Yogyakarta,153,,,,Akhmad Muhaimin Azzet,
Nikmati Hidup setiap hari Seolah Hari Terakhir Kita,Text,,,Gramedia,2012,,,158 LIP n,Indonesia,Jakarta,158,,,,"Lee Lipsenthal, M.D.",
Jurus Sehat Tanpa Ongkos,Text,,,Kompas,2008,,,128 NAD j,Indonesia,Jakarta,128,,,,Dr. Hendrawan Nadesul,
Mencapai Tujuan Hidup yang Sebenarnya ,Text,,,Gramedia,2003,,,128 EFF m,Indonesia,Jakarta,128,,,,Irmansyah effendi,
101 cara Menumbuhkan Percaya Diri Anak,Text,,,PT.Elex Media Komputindo,2003,,,155.5 LIE s,Indonesia,Jakarta,155.5,,,,Anita Lie,
Motivation For Student Belajar Semangat Pada Nyamuk Yang Kecil,Text,,,PT.Elex Media Komputindo,2014,,,155.4 QUR m,Indonesia,Jakarta,155.4,,,,Rifyal Qurban,
Guyu Hidup Tenang Mati Senang,Text,,,PT. Elex Media Komputindo,2014,,,131,Indonesia,Jakarta,131,,,,cak Aep,
Mencegah Kenakalan remaja,Text,,,IPH,1986,,,150 TAM m,Indonesia,Bandung,150,,,,Emi H. Tambunan,
Cara Jiyu Menjadi Remaja Berprestasi,Text,,,MesseMedia,2009,,,155.5 HAN c,Indonesia,-,155.5,,,,Benedict Hanggu,
Art Is Fun,Text,,,PT.Elex Media Komputindo,2014,,,155 HIR a,Indonesia,Jakarta,155,,,,"Amelia Hirawan, Psi",
Ilmu Budaya dasar : Kumpulan essay manusia Dan Budaya,Text,,,Usaha nasional,1983,,,158,Indonesia,Surabaya,158,,,,M. habib Mustopo,
Smart In Personality,Text,,,Gagas Media,2010,,,158.1 JUN s,Indonesia,Jakarta,158.1,,,,Armaya Junior,
kudidik Diriku Demi Mendidik Anakku,Text,,,Dioma,2009,,,155 APR k,Indonesia,Malang,155,,,,Toge Aprilianto,
Make Your Dreams Come True,Text,,,Kaifa,2005,,,155.2 BAC m,Indonesia,Bandung,155.2,,,,Veverly K. Bachel,
Semangat & Totalitas Membangun Negeri,Text,,,Bentang,2015,,,128 TIM s,Indonesia,Yogyakarta,128,,,,Tim-Kick Andy,
Shaneen Anjing Penyembuh keluarga,Text,,,Gramedia,2010,,,128 COU s,Indonesia,Jakarta,128,,,,Jo Coudert,
A+ Guys,Text,,,Cinta ,2007,,,155.4 KHA a,Indonesia,Bandung,155.4,,,,Pritha Khalida ,
How To Enjoy Your Life And Your Job,Text,,,Oryza,2009,,,128 CAR h,Indonesia,Yogyakarta,128,,,,Dale Carnegie,
Semua karena Cinta,Text,,,CV Azkiya ,2020,,,108 TIM s,Indonesia,Malang,108,,,,TIM,
Remaja Tentang Hedonisme,Text,,,Kanisius,1999,,,155.5 TIM r,Indonesia,Yogyakarta,155.5,,,,TIM,
A Wisdom For Adolescent,Text,,,Tinta,2005,,,155.6 ENH a,Indonesia,Yogyakarta,155.6,,,,Eni Enha,
Tips Jitu Menjadi remaja Yang Gaul,Text,,,Yayasan Pustaka Nusatama,2006,,,155.5 WIS t,Indonesia,Yogyakarta,155.5,,,,Wishnubroto Widarso,
Smart Tips For Smart teenagers,Text,,,Papyrus,2005,,,155.5 KWI s,Indonesia,Yogyakarta,155.5,,,,Petrus Kwik,
Pacaran Ada Sebalnya,Text,,,Gloria Ghaffa,2003,,,155.5 YAH p,Indonesia,Yogyakarta,155.5,,,,Ayub Yahya,
Progressive Learning,Text,,,MOS Publishing,2008,,,153 SUK p,Indonesia,Bandung,153,,,,Sukadi,
Dunia Muda Mudi,Text,,,Kanisius,1986,,,150 KNY d,Indonesia,Yogyakarta,150,,,,Ny. Prajiwi Knys,
Tuntunan Cerdas Menikmati Hari Tua,Text,,,Fidei Press,2008,,,155.6 RUM t,Indonesia,Jakarta,155.6,,,,Achiek Rumbangmuda,
7 Perusak Pribadi manusia,Text,,,Kanisius,1992,,,150 HAR t,Indonesia,Yogyakarta,150,,,,a.m. hardjana,
Mengkuti Irama Kehidupan Tao The Ching bagi Orang Modern,Text,,,Gramedia,1998,,,181.4 KRI m,Indonesia,Jakarta,181.4,,,,Anand Krishna,
Bete Abis!,Text,,,JP Books,2006,,,155.5 AGU b,Indonesia,Surabaya,155.5,,,,nalini Muhdi Agung,
Help Me : Konsultasi ABG,Text,,,JP Books,2005,,,155.5 AGU h,Indonesia,Surabaya,155.5,,,,nalini Muhdi Agung,
Kiat Hidup Sykses,Text,,,Kanisius,1994,,,158.1 WID k,Indonesia,Yogyakarta,158.1,,,,Wishnubroto Widarso,
Karakter & Potensi Melalui Tulisan Tangan,Text,,,PT.Tangga Pustaka,2010,,,137 TAU,Indonesia,Jakarta,137,,,,Mita Rosette Taufik,
35 Cara mengurangi Stres,Text,,,Kanisius,1997,,,153 HAR t,Indonesia,Yogyakarta,153,,,,Agus M. hardjana,
Hentikan Ngorok!!,Text,,,Prestasi Pustaka,2001,,,154.6 SCH h,Indonesia,Jakarta,154.6,,,,Ralp Schoenstein,
Hidup Bersama Orang Lain,Text,,,Kanisius,1975,,,170 CHA h,Indonesia,Yogyakarta,170,,,,Julius Chandra,
Bebas kekerasan,Text,,,Yay.Krishnamurti Indonesia,1982,,,170 KRI b,Indonesia,Jakarta,170,,,,J. Krishnamurti,
Ratapan Arwah,Text,,,Intisari,2009,,,133.8 KAT r,Indonesia,Jakarta,133.8,,,,Vikas Katri,
7 Mitos Pacaran,Text,,,Amorbook,2005,,,155.5 GIS t,Indonesia,Yogyakarta,155.5,,,,Sholeh Gisymar,
Sukses memimpin,Text,,,IPH,2002,,,158.4 WHI s,Indonesia,Bandung,158.4,,,,Ellen G. White,
Jomblo itu keren,Text,,,Benua ,2009,,,177 PAN j,Indonesia,Tangerang,177,,,,Asri pandanwangi,
Cari tau Sendiri,Text,,,BPK,1974,,,170 PRI c,Indonesia,Jakarta,170,,,,Eugenia Price,
65 Cerita Tentang Kebahagiaan,Text,,,Yayasan Pustaka Nusatama,2008,,,158.2 OMI e,Indonesia,Yogyakarta,158.2,,,,Rahkito Jati Omi,
Ini Gue Suwer!!!,Text,,,Andi,2013,,,155.25 ZOUi,Indonesia,Yogyakarta,155.25,,,,Zoulishkha,
The Girl's Book Of Friendship,Text,,,BIP,2004,,,153 DEE t,Indonesia,Jakarta,153,,,,Catherine Dee,
make To day Count,Text,,,MIC,2008,,,158 MAX m,Indonesia,Surabaya,158,,,,John C maxwell,
Tips Buat ABG Untuk Curhat Pada Ortu,Text,,,Yayasan Pustaka Nusatama,2006,,,155.5 BRO t,Indonesia,Yogyakarta,155.5,,,,"William Broker, C.S.s.R",
Cinta Bukan Cokelat,Text,,,Kanisius,2009,,,177 DEW c,Indonesia,Yogyakarta,177,,,,Saras Dewi,
pikiran Positif,Text,,,-,2010,,,155.4 TIM p,Indonesia,-,155.4,,,,TIM,
buku Pintar Cewek,Text,,,Andi,2012,,,155.25 TIM b,Indonesia,Yogyakarta,155.25,,,,TIM,
Apa Kata Tuhan Tentang karakter,Text,,,Harvest Publication House,2005,,,155.2 CON a,Indonesia,,155.2,,,,freeman Concepts,
10 Kiat Menjadi Bahagia,Text,,,Kanisius,1991,,,158 WID s,Indonesia,Yogyakarta,158,,,,Wishnubroto Widarso,
Kunci Mencapai Sukses,Text,,,Putra Pelajar,-,,,131 HAR k,Indonesia,-,131,,,,Drs. Rudy Haryono,
Psikology Kepemimpinan,Text,,,Dahara Prize,2002,,,158.4 TIM p,Indonesia,Semarang,158.4,,,,Mortimer R. Feinberg DKK,
Mengapa tidak Ramah?,Text,,,Kanisius,2004,,,158.2 AMO m,Indonesia,Yogyakarta,158.2,,,,Janine Amos dan Annabel Spenceley,
Formasi Dasar Orantg Muda,Text,,,Kanisius,2008,,,155.4 TIM f,Indonesia,Yogyakarta,155.4,,,,TIM,
Kupas Tuntas Menstruasi Dari A Sampai Z,Text,,,Milestone,2009,,,158 AUL k,Indonesia,Yogyakarta,158,,,,Aulia,
Effective Ateam Work,Text,,,Kanisius,1996,,,158 WES e,Indonesia,Yogyakarta,158,,,,Michael West,
Mutiara Kehidupan 3,Text,,,Karmelindo,2004,,,177 mHER m,Indonesia,Malang,177,,,,"Albertus Herwanta, O.Carm",
Yesus Chief Executive Officer,Text,,,Mitra Utama,1997,,,158.4 JON y,Indonesia,Jakarta,158.4,,,,Laurie Beth Jones,
Inspiiring Stories For Kids,Text,,,Nano Publishing,2008,,,158 ULF i,Indonesia,Bandung,158,,,,Diena Ulfaty,
Jadilah Dirimu Sendiri,Text,,,EFFHAR,2005,,,155.5 MAN j,Indonesia,Semarang,155.5,,,,Hoeda manis,
Vitamins For Your Soul : Vitamin Bagi Jiwa,Text,,,Kanisius,1997,,,153 MUL v,Indonesia,Yogyakarta,153,,,,Traci Mullins Dan Ann Spangler,
Membangun karakter ,Text,,,Yayasan Pustaka Nusatama,2009,,,150 SUM m,Indonesia,Yogyakarta,150,,,,Yustinus Sumantri Hp,
Bisikan Cinta Tersembunyi,Text,,,Kanisius,2002,,,158.2 NOU b,Indonesia,Yogyakarta,158.2,,,,Henri J.M. Nouwen,
You Are What You Think,Text,,,Gloria Ghaffa,2005,,,153.8 PRA y,Indonesia,Yogyakarta,153.8,,,,Xavier Quentin Pranata,
Jurus Untuk Jadi Cewek Kredibel,Text,,,Prime Publisher,2008,,,158 OLI j,Indonesia,Jakarta,158,,,,Femi Olivia,
Hati ke hati Ragam Kisah tentang Persahabatan,Text,,,Cipta Olah Pustaka,2001,,,158.2 WHE h,Indonesia,Bandung,158.2,,,,Joe L. Wheeler,
A Higher Standard Of Leadership,Text,,,Gramedia,1997,,,158.4 NAI a,Indonesia,Jakarta,158.4,,,,Keshavan Nair,
Extreme Productivity : ,Text,,,PT.Elex Media Komputindo,2012,,,153 AGU e,Indonesia,Jakarta,153,,,,Gregorius Agung,
Saya Kamu Oke,Text,,,Kanisius,1978,,,150 Har s,Indonesia,Yogyakarta,150,,,,"Thomas A. Harris, MD",
Change Anything,Text,,,Andi,2011,,,155 PAT c,Indonesia,Yogyakarta,155,,,,Kerry Patterson DKK,
Man-Getsu,Text,,,Andi,2015,,,153.8 ROB m,Indonesia,Yogyakarta,153.8,,,,Imam Robandi,
